dt_referencia;dt_geracao;ANO;cod_ibge;nome_municipio;uf;Quantidade de atendimentos_ano;familias_com_ater_recebida_no_ano;familias_com_ater_iniciada_no_ano;media_atendimentos_por_familia;ano;arquivo_origem
2025-11-30;2025-12-12;2022;1506500;SANTA ISABEL DO PARA-PA;PA;23.0;23;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1506559;SANTA LUZIA DO PARA-PA;PA;25.0;25;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1506906;SANTAREM NOVO-PA;PA;18.0;18;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1507003;SANTO ANTONIO DO TAUA-PA;PA;45.0;25;0;1.8;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1507201;SÃO DOMINGOS DO CAPIM-PA;PA;25.0;24;0;1.041666666666667;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1507300;SÃO FELIX DO XINGU-PA;PA;1641.0;404;233;4.061881188118812;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1507466;SÃO JOÃO DA PONTA-PA;PA;22.0;22;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1507474;SÃO JOÃO DE PIRABAS-PA;PA;22.0;22;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1507904;SOURE-PA;PA;24.0;23;0;1.043478260869565;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1507953;TAILANDIA-PA;PA;18.0;18;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1507961;TERRA ALTA-PA;PA;24.0;23;0;1.043478260869565;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1508209;VIGIA-PA;PA;22.0;22;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1600402;MAZAGÃO-AP;AP;399.0;50;1;7.98;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1600535;PORTO GRANDE-AP;AP;855.0;100;28;8.55;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1701051;ANGICO-TO;TO;9.0;9;9;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1702000;ARAGUAÇU-TO;TO;1.0;1;1;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1702406;ARRAIAS-TO;TO;1.0;1;1;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1702901;AXIXA DO TOCANTINS-TO;TO;4.0;4;4;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1703107;BARROLANDIA-TO;TO;14.0;13;13;1.076923076923077;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1706506;DARCINOPOLIS-TO;TO;44.0;43;43;1.023255813953488;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1712504;MARIANOPOLIS DO TOCANTIN-TO;TO;227.0;78;53;2.91025641025641;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1712801;MAURILANDIA DO TOCANTINS-TO;TO;7.0;7;7;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1713205;MIRACEMA DO TOCANTINS-TO;TO;218.0;57;19;3.824561403508772;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1713304;MIRANORTE-TO;TO;3.0;3;3;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1713601;MONTE DO CARMO-TO;TO;82.0;31;30;2.645161290322581;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1714302;NAZARE-TO;TO;10.0;8;8;1.25;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1716703;COLMEIA-TO;TO;1.0;1;1;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1717008;PINDORAMA DO TOCANTINS-TO;TO;14.0;14;14;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1717206;PIRAQUE-TO;TO;1.0;1;1;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1718402;PRESIDENTE KENNEDY-TO;TO;12.0;12;12;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1718550;RIACHINHO-TO;TO;4.0;4;4;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1720002;SANTA TEREZINHA DO TOCAN-TO;TO;48.0;38;38;1.263157894736842;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;1722081;WANDERLANDIA-TO;TO;18.0;18;18;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2100956;ARAME-MA;MA;614.0;215;215;2.855813953488372;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2101608;BARRA DO CORDA-MA;MA;577.0;63;1;9.158730158730158;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2102325;BURITICUPU-MA;MA;101.0;38;38;2.657894736842105;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2105427;ITINGA DO MARANHÃO-MA;MA;1895.0;203;23;9.334975369458128;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2105609;JOSELANDIA-MA;MA;849.0;424;424;2.002358490566038;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2109304;PRESIDENTE VARGAS-MA;MA;1.0;1;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2111409;SÃO LUIS GONZAGA DO MARANHÃO-MA;MA;228.0;116;116;1.96551724137931;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2112209;TIMON-MA;MA;78.0;78;78;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2112902;VITORIA DO MEARIM-MA;MA;96.0;51;51;1.882352941176471;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2200053;ACAUÃ-PI;PI;102.0;102;62;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2200251;ALAGOINHA DO PIAUI-PI;PI;84.0;41;0;2.048780487804878;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2200459;ALVORADA DO GURGUEIA-PI;PI;122.0;41;0;2.975609756097561;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2200954;AROEIRAS DO ITAIM-PI;PI;40.0;40;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2201200;BARRAS-PI;PI;168.0;84;84;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2201507;BATALHA-PI;PI;86.0;43;43;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2201556;BELA VISTA DO PIAUI-PI;PI;110.0;39;0;2.820512820512821;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2201572;BELEM DO PIAUI-PI;PI;157.0;41;0;3.829268292682927;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2201739;BETANIA DO PIAUI-PI;PI;64.0;64;64;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2201988;BREJO DO PIAUI-PI;PI;164.0;36;0;4.555555555555555;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2202109;CAMPINAS DO PIAUI-PI;PI;31.0;31;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2202307;CANTO DO BURITI-PI;PI;116.0;38;0;3.052631578947369;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2202554;CARIDADE DO PIAUI-PI;PI;74.0;40;0;1.85;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2202752;COLONIA DO GURGUEIA-PI;PI;278.0;139;139;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2202851;CORONEL JOSE DIAS-PI;PI;82.0;44;0;1.863636363636364;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2202901;CORRENTE-PI;PI;117.0;39;0;3.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2203008;CRISTALANDIA DO PIAUI-PI;PI;104.0;35;0;2.971428571428572;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2203602;ELISEU MARTINS-PI;PI;323.0;162;162;1.993827160493827;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2203859;FLORESTA DO PIAUI-PI;PI;27.0;27;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2204204;FRANCISCO SANTOS-PI;PI;15.0;15;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2204352;GEMINIANO-PI;PI;134.0;67;67;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2204907;ISAIAS COELHO-PI;PI;52.0;30;0;1.733333333333333;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205003;ITAINOPOLIS-PI;PI;1.0;1;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205151;JACOBINA DO PIAUI-PI;PI;35.0;35;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205201;JAICOS-PI;PI;71.0;42;0;1.69047619047619;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205524;JULIO BORGES-PI;PI;108.0;36;0;3.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205532;JUREMA-PI;PI;10.0;10;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205565;LAGOA DO BARRO DO PIAUI-PI;PI;197.0;66;0;2.984848484848485;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205805;LUZILANDIA-PI;PI;126.0;63;63;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205904;MANOEL EMIDIO-PI;PI;88.0;29;0;3.03448275862069;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2205953;MARCOLANDIA-PI;PI;100.0;40;0;2.5;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2206050;MASSAPE DO PIAUI-PI;PI;65.0;41;0;1.585365853658537;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2206209;MIGUEL ALVES-PI;PI;248.0;124;124;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2206506;MONSENHOR HIPOLITO-PI;PI;44.0;41;0;1.073170731707317;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2206605;MONTE ALEGRE DO PIAUI-PI;PI;6.0;6;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2207355;PAJEU DO PIAUI-PI;PI;115.0;39;0;2.948717948717949;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2207405;PALMEIRA DO PIAUI-PI;PI;65.0;29;0;2.241379310344827;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2207793;PAU DARCO DO PIAUI-PI;PI;44.0;22;22;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2207801;PAULISTANA-PI;PI;46.0;37;0;1.243243243243243;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2207850;PAVUSSU-PI;PI;89.0;30;0;2.966666666666667;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2207934;PEDRO LAURENTINO-PI;PI;132.0;45;0;2.933333333333333;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2207959;NOVA SANTA RITA-PI;PI;152.0;37;0;4.108108108108108;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2208205;PIO IX-PI;PI;42.0;41;0;1.024390243902439;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2208650;QUEIMADA NOVA-PI;PI;236.0;141;104;1.673758865248227;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2208700;REDENÇÃO DO GURGUEIA-PI;PI;61.0;41;0;1.48780487804878;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2208874;RIBEIRA DO PIAUI-PI;PI;165.0;45;0;3.666666666666667;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2209302;SANTA LUZ-PI;PI;41.0;41;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2209559;SÃO BRAZ DO PIAUI-PI;PI;82.0;42;0;1.952380952380952;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2209757;SÃO GONÇALO DO GURGUEIA-PI;PI;116.0;39;0;2.974358974358974;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2209856;SÃO JOÃO DA CANABRAVA-PI;PI;12.0;4;0;3.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2210359;SÃO LOURENÇO DO PIAUI-PI;PI;67.0;61;0;1.098360655737705;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2210409;SÃO MIGUEL DO TAPUIO-PI;PI;194.0;97;97;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2210623;SEBASTIÃO BARROS-PI;PI;114.0;38;0;3.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2210631;SEBASTIÃO LEAL-PI;PI;18.0;18;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2300101;ABAIARA-CE;CE;36.0;36;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2301406;ARATUBA-CE;CE;5.0;5;5;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2301851;BANABUIU-CE;CE;3.0;3;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2303709;CAUCAIA-CE;CE;117.0;61;61;1.918032786885246;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2303956;CHOROZINHO-CE;CE;36.0;18;18;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2305332;IBICUITINGA-CE;CE;78.0;26;26;3.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2305605;INDEPENDENCIA-CE;CE;188.0;188;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2306405;ITAPIPOCA-CE;CE;11.0;7;7;1.571428571428571;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2306702;JAGUARETAMA-CE;CE;610.0;276;276;2.210144927536232;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2306801;JAGUARIBARA-CE;CE;24.0;8;8;3.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2308609;MONSENHOR TABOSA-CE;CE;278.0;278;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2309409;NOVO ORIENTE-CE;CE;54.0;54;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2310100;PALMACIA-CE;CE;4.0;4;4;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2310209;PARACURU-CE;CE;25.0;18;18;1.388888888888889;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2310852;PINDORETAMA-CE;CE;19.0;11;11;1.727272727272727;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2311306;QUIXADA-CE;CE;196.0;95;49;2.063157894736842;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2311405;QUIXERAMOBIM-CE;CE;10.0;9;0;1.111111111111111;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2312403;SÃO GONÇALO DO AMARANTE-CE;CE;6.0;3;3;2.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2312700;SENADOR POMPEU-CE;CE;1.0;1;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2312809;SENADOR SA-CE;CE;1.0;1;1;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2313203;TAMBORIL-CE;CE;264.0;264;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2313500;TRAIRI-CE;CE;7.0;6;6;1.166666666666667;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2313559;TURURU-CE;CE;2.0;2;2;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2400406;AGUA NOVA-RN;RN;1.0;1;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2400505;ALEXANDRIA-RN;RN;171.0;35;0;4.885714285714286;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2401008;APODI-RN;RN;286.0;200;11;1.43;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2401305;AUGUSTO SEVERO-RN;RN;77.0;57;0;1.350877192982456;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2401453;BARAUNA-RN;RN;12.0;9;0;1.333333333333333;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2401503;BARCELONA-RN;RN;36.0;35;0;1.028571428571428;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2401701;BOM JESUS-RN;RN;35.0;35;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2402006;CAICO-RN;RN;7.0;7;7;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2402303;CARAUBAS-RN;RN;744.0;289;2;2.57439446366782;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2402907;CORONEL JOÃO PESSOA-RN;RN;52.0;32;0;1.625;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2403103;CURRAIS NOVOS-RN;RN;4.0;4;4;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2403202;DOUTOR SEVERIANO-RN;RN;32.0;29;0;1.103448275862069;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2403707;FELIPE GUERRA-RN;RN;258.0;66;5;3.909090909090909;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2403905;FRANCISCO DANTAS-RN;RN;46.0;32;0;1.4375;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2404002;FRUTUOSO GOMES-RN;RN;60.0;16;16;3.75;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2404309;GOVERNADOR DIX-SEPT ROSA-RN;RN;308.0;112;0;2.75;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2404705;IPANGUAÇU-RN;RN;984.0;328;328;3.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2404903;ITAU-RN;RN;80.0;66;0;1.212121212121212;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2405207;JANDUIS-RN;RN;226.0;136;0;1.661764705882353;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2405405;JAPI-RN;RN;1.0;1;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2405504;JARDIM DE ANGICOS-RN;RN;24.0;20;0;1.2;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2406007;JOSE DA PENHA-RN;RN;51.0;35;0;1.457142857142857;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2406205;LAGOA DANTA-RN;RN;39.0;30;0;1.3;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2406601;LAGOA SALGADA-RN;RN;1.0;1;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2407005;LUIS GOMES-RN;RN;56.0;35;0;1.6;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2407252;MAJOR SALES-RN;RN;29.0;29;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2407609;MESSIAS TARGINO-RN;RN;101.0;75;17;1.346666666666667;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2408003;MOSSORO-RN;RN;93.0;31;31;3.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2408409;OLHO-DAGUA DO BORGES-RN;RN;237.0;98;4;2.418367346938775;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2408706;PARAU-RN;RN;8.0;8;0;1.0;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2409100;PASSA E FICA-RN;RN;5.0;3;0;1.666666666666667;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2409308;PATU-RN;RN;54.0;40;0;1.35;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2022;2409332;SANTA MARIA-RN;RN;36.0;35;0;1.028571428571428;2022;ater_ano_2022_ref_2025-11-30_gerado_em_20251212192827.xlsx
