politica;ano;uf;codigo_ibge;nome_uf;indicador;valor;formato;dt_referencia;dt_geracao;arquivo_origem
PRONAF;2019;RJ;33;Rio de Janeiro;Valor total dos contratos;134354952.9;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RJ;33;Rio de Janeiro;Operacoes;4072.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RN;24;Rio Grande do Norte;Contratos;42211.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RN;24;Rio Grande do Norte;Valor total dos contratos;185583304.42;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RN;24;Rio Grande do Norte;Operacoes;42211.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RO;11;Rondônia;Contratos;20889.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RO;11;Rondônia;Valor total dos contratos;1017899601.34;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RO;11;Rondônia;Operacoes;20889.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RR;14;Roraima;Contratos;1385.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RR;14;Roraima;Valor total dos contratos;46127629.21;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RR;14;Roraima;Operacoes;1385.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RS;43;Rio Grande do Sul;Contratos;189996.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RS;43;Rio Grande do Sul;Valor total dos contratos;6754999964.02;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RS;43;Rio Grande do Sul;Operacoes;189996.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SC;42;Santa Catarina;Contratos;85033.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SC;42;Santa Catarina;Valor total dos contratos;3498724455.7999997;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SC;42;Santa Catarina;Operacoes;85033.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SE;28;Sergipe;Contratos;25159.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SE;28;Sergipe;Valor total dos contratos;215812003.64000002;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SE;28;Sergipe;Operacoes;25159.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SP;35;São Paulo;Contratos;14716.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SP;35;São Paulo;Valor total dos contratos;630958965.89;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;SP;35;São Paulo;Operacoes;14716.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;TO;17;Tocantins;Contratos;3583.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;TO;17;Tocantins;Valor total dos contratos;111404171.78;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;TO;17;Tocantins;Operacoes;3583.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2020;AC;12;Acre;Contratos;3514.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AC;12;Acre;Valor total dos contratos;170078469.10999998;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AC;12;Acre;Operacoes;3514.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AL;27;Alagoas;Contratos;36531.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AL;27;Alagoas;Valor total dos contratos;264653017.25;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AL;27;Alagoas;Operacoes;36531.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AM;13;Amazonas;Contratos;359.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AM;13;Amazonas;Valor total dos contratos;19697408.240000002;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AM;13;Amazonas;Operacoes;359.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AP;16;Amapá;Contratos;379.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AP;16;Amapá;Valor total dos contratos;9665893.67;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;AP;16;Amapá;Operacoes;379.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;BA;29;Bahia;Contratos;221245.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;BA;29;Bahia;Valor total dos contratos;1212076325.21;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;BA;29;Bahia;Operacoes;221245.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;CE;23;Ceará;Contratos;107499.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;CE;23;Ceará;Valor total dos contratos;542852817.08;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;CE;23;Ceará;Operacoes;107499.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;DF;53;Distrito Federal;Contratos;75.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;DF;53;Distrito Federal;Valor total dos contratos;1818923.07;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;DF;53;Distrito Federal;Operacoes;75.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;ES;32;Espírito Santo;Contratos;17723.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;ES;32;Espírito Santo;Valor total dos contratos;740208828.3;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;ES;32;Espírito Santo;Operacoes;17723.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;GO;52;Goiás;Contratos;15832.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;GO;52;Goiás;Valor total dos contratos;721538137.35;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;GO;52;Goiás;Operacoes;15832.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MA;21;Maranhão;Contratos;85344.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MA;21;Maranhão;Valor total dos contratos;589881345.99;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MA;21;Maranhão;Operacoes;85344.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MG;31;Minas Gerais;Contratos;143079.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MG;31;Minas Gerais;Valor total dos contratos;2994945354.14;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MG;31;Minas Gerais;Operacoes;143079.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MS;50;Mato Grosso do Sul;Contratos;5754.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MS;50;Mato Grosso do Sul;Valor total dos contratos;222243611.8;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MS;50;Mato Grosso do Sul;Operacoes;5754.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MT;51;Mato Grosso;Contratos;19652.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MT;51;Mato Grosso;Valor total dos contratos;1175974074.44;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;MT;51;Mato Grosso;Operacoes;19652.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PA;15;Pará;Contratos;12632.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PA;15;Pará;Valor total dos contratos;491046791.34;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PA;15;Pará;Operacoes;12632.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PB;25;Paraíba;Contratos;63305.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PB;25;Paraíba;Valor total dos contratos;310556686.41;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PB;25;Paraíba;Operacoes;63305.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PE;26;Pernambuco;Contratos;93341.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PE;26;Pernambuco;Valor total dos contratos;556125515.94;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PE;26;Pernambuco;Operacoes;93341.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PI;22;Piauí;Contratos;98255.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PI;22;Piauí;Valor total dos contratos;446718077.69;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PI;22;Piauí;Operacoes;98255.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PR;41;Paraná;Contratos;111749.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PR;41;Paraná;Valor total dos contratos;5267765609.11;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;PR;41;Paraná;Operacoes;111749.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RJ;33;Rio de Janeiro;Contratos;3933.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RJ;33;Rio de Janeiro;Valor total dos contratos;143299915.87;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RJ;33;Rio de Janeiro;Operacoes;3933.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RN;24;Rio Grande do Norte;Contratos;40963.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RN;24;Rio Grande do Norte;Valor total dos contratos;198552013.03;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RN;24;Rio Grande do Norte;Operacoes;40963.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RO;11;Rondônia;Contratos;24282.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RO;11;Rondônia;Valor total dos contratos;1365271028.18;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RO;11;Rondônia;Operacoes;24282.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RR;14;Roraima;Contratos;1618.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RR;14;Roraima;Valor total dos contratos;59309503.42;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RR;14;Roraima;Operacoes;1618.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RS;43;Rio Grande do Sul;Contratos;193709.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RS;43;Rio Grande do Sul;Valor total dos contratos;8272944825.72;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;RS;43;Rio Grande do Sul;Operacoes;193709.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SC;42;Santa Catarina;Contratos;91567.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SC;42;Santa Catarina;Valor total dos contratos;4379787599.38;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SC;42;Santa Catarina;Operacoes;91567.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SE;28;Sergipe;Contratos;24968.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SE;28;Sergipe;Valor total dos contratos;255307594.1;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SE;28;Sergipe;Operacoes;24968.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SP;35;São Paulo;Contratos;13723.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SP;35;São Paulo;Valor total dos contratos;638974071.12;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;SP;35;São Paulo;Operacoes;13723.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;TO;17;Tocantins;Contratos;3508.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;TO;17;Tocantins;Valor total dos contratos;121980417.33;moeda;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2020;TO;17;Tocantins;Operacoes;3508.0;inteiro;2020_12;2026_04_29;pronaf_gaia_historico_anual_2020.xlsx
PRONAF;2021;AC;12;Acre;Contratos;4076.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AC;12;Acre;Valor total dos contratos;267653916.98000002;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AC;12;Acre;Operacoes;4076.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AL;27;Alagoas;Contratos;36085.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AL;27;Alagoas;Valor total dos contratos;306871777.19;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AL;27;Alagoas;Operacoes;36085.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AM;13;Amazonas;Contratos;658.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AM;13;Amazonas;Valor total dos contratos;30134658.89;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AM;13;Amazonas;Operacoes;658.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AP;16;Amapá;Contratos;693.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AP;16;Amapá;Valor total dos contratos;17386468.31;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;AP;16;Amapá;Operacoes;693.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;BA;29;Bahia;Contratos;218020.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;BA;29;Bahia;Valor total dos contratos;1502680133.09;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;BA;29;Bahia;Operacoes;218020.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;CE;23;Ceará;Contratos;90143.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;CE;23;Ceará;Valor total dos contratos;573060209.07;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;CE;23;Ceará;Operacoes;90143.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;DF;53;Distrito Federal;Contratos;85.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;DF;53;Distrito Federal;Valor total dos contratos;2225998.63;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;DF;53;Distrito Federal;Operacoes;85.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;ES;32;Espírito Santo;Contratos;19907.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;ES;32;Espírito Santo;Valor total dos contratos;1036635090.74;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;ES;32;Espírito Santo;Operacoes;19907.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;GO;52;Goiás;Contratos;16445.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;GO;52;Goiás;Valor total dos contratos;906202495.3100001;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;GO;52;Goiás;Operacoes;16445.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MA;21;Maranhão;Contratos;82691.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MA;21;Maranhão;Valor total dos contratos;711184353.87;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MA;21;Maranhão;Operacoes;82691.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MG;31;Minas Gerais;Contratos;146150.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MG;31;Minas Gerais;Valor total dos contratos;3769686223.04;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MG;31;Minas Gerais;Operacoes;146150.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MS;50;Mato Grosso do Sul;Contratos;5424.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MS;50;Mato Grosso do Sul;Valor total dos contratos;250469341.52;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MS;50;Mato Grosso do Sul;Operacoes;5424.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MT;51;Mato Grosso;Contratos;21218.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MT;51;Mato Grosso;Valor total dos contratos;1760698464.26;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;MT;51;Mato Grosso;Operacoes;21218.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PA;15;Pará;Contratos;18079.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PA;15;Pará;Valor total dos contratos;851790319.17;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PA;15;Pará;Operacoes;18079.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PB;25;Paraíba;Contratos;68786.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PB;25;Paraíba;Valor total dos contratos;390651037.83;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PB;25;Paraíba;Operacoes;68786.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PE;26;Pernambuco;Contratos;91022.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PE;26;Pernambuco;Valor total dos contratos;654061672.95;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PE;26;Pernambuco;Operacoes;91022.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PI;22;Piauí;Contratos;98387.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PI;22;Piauí;Valor total dos contratos;526506748.28000003;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PI;22;Piauí;Operacoes;98387.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PR;41;Paraná;Contratos;109253.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PR;41;Paraná;Valor total dos contratos;6728797050.45;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;PR;41;Paraná;Operacoes;109253.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RJ;33;Rio de Janeiro;Contratos;4016.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RJ;33;Rio de Janeiro;Valor total dos contratos;178317576.89;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RJ;33;Rio de Janeiro;Operacoes;4016.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RN;24;Rio Grande do Norte;Contratos;42400.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RN;24;Rio Grande do Norte;Valor total dos contratos;238748575.14;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RN;24;Rio Grande do Norte;Operacoes;42400.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RO;11;Rondônia;Contratos;26796.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RO;11;Rondônia;Valor total dos contratos;2102343411.78;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RO;11;Rondônia;Operacoes;26796.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RR;14;Roraima;Contratos;1827.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RR;14;Roraima;Valor total dos contratos;92592872.84;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RR;14;Roraima;Operacoes;1827.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RS;43;Rio Grande do Sul;Contratos;203021.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RS;43;Rio Grande do Sul;Valor total dos contratos;10523063870.76;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;RS;43;Rio Grande do Sul;Operacoes;203021.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SC;42;Santa Catarina;Contratos;95740.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SC;42;Santa Catarina;Valor total dos contratos;5572334380.85;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SC;42;Santa Catarina;Operacoes;95740.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SE;28;Sergipe;Contratos;26000.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SE;28;Sergipe;Valor total dos contratos;320565288.79;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SE;28;Sergipe;Operacoes;26000.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SP;35;São Paulo;Contratos;13146.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SP;35;São Paulo;Valor total dos contratos;742911273.27;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;SP;35;São Paulo;Operacoes;13146.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;TO;17;Tocantins;Contratos;3721.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;TO;17;Tocantins;Valor total dos contratos;174200191.89;moeda;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2021;TO;17;Tocantins;Operacoes;3721.0;inteiro;2021_12;2026_04_29;pronaf_gaia_historico_anual_2021.xlsx
PRONAF;2022;AC;12;Acre;Contratos;4767.0;inteiro;2022_12;2026_04_29;pronaf_gaia_historico_anual_2022.xlsx
PRONAF;2022;AC;12;Acre;Valor total dos contratos;307830891.07;moeda;2022_12;2026_04_29;pronaf_gaia_historico_anual_2022.xlsx
PRONAF;2022;AC;12;Acre;Operacoes;4767.0;inteiro;2022_12;2026_04_29;pronaf_gaia_historico_anual_2022.xlsx
